title,overview,genres,vote_average,vote_count,release_date,original_language,popularity,poster_path,budget,revenue,runtime
The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.","Drama, Horror, Thriller",5.777,951,2008-02-01,en,14.361,/9N3znJ8sHH2EQjARCrUpxMj3hWd.jpg,12000000,58010320,98
I Am Not an Easy Man,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.","Comedy, Fantasy",6.257,951,2018-04-13,fr,11.588,/fPPT1MDkvY4XvzbHTd2DsL7qH7S.jpg,0,0,98
Beginners,"Oliver meets the irreverent and unpredictable Anna only months after his father Hal Fields has passed away. This new love floods Oliver with memories of his father, who, following the death of his wife of 44 years, came out of the closet at age 75 to live a full, energized, and wonderfully tumultuous gay life – which included a younger boyfriend.","Drama, Romance, Comedy",6.849,951,2010-09-16,en,11.91,/io2Tm89or3jO2pDtEAPEACx4wUe.jpg,3200000,14311701,105
Tinker Bell and the Legend of the NeverBeast,"An ancient myth of a massive creature sparks the curiosity of Tinker Bell and her good friend Fawn, an animal fairy who’s not afraid to break the rules to help an animal in need. But this creature is not welcome in Pixie Hollow — and the scout fairies are determined to capture the mysterious beast, who they fear will destroy their home. Fawn must convince her fairy friends to risk everything to rescue the NeverBeast.","Adventure, Animation, Family",7.264,951,2014-12-12,en,30.704,/3S0mmmpYStB3GqodRghcfOt81wQ.jpg,0,0,77
Blacklight,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,"Action, Thriller",6.226,950,2022-02-10,en,49.396,/8jIyu2UfEsCYlxg2vFUaHeALeoD.jpg,43000000,15902207,104
Camp X-Ray,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",Drama,6.736,950,2014-10-17,en,15.367,/aqNzRiaEsfv567Ji9njJofblRBE.jpg,1000000,59744,117
Queen of the Damned,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence, he has now become this generation's new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He wants immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen wants him for her King. Who will be the first to reach him? Who shall win?","Drama, Fantasy, Horror",6.057,950,2002-02-10,en,16.319,/yDPuJL00RsVSheRplMM2L6nwEdq.jpg,35000000,45479110,101
Only Yesterday,"On a trip to the countryside to pick safflowers, a young Japanese woman recalls her life when she was ten years old.","Animation, Drama, Romance",7.363,950,1991-07-20,ja,21.033,/tOSnFE9e82iH3ZAzSTtuOkBsabJ.jpg,0,473110,119
The Age of Innocence,"In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.","Drama, Romance",6.974,950,1993-09-10,en,15.455,/5Tuyt26v7qNR8Cl3m7ZRx36rduf.jpg,34000000,32255440,133
Marathon Man,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",Thriller,7.214,950,1976-10-08,en,13.542,/uPNgubSiri2yvBQRPtP77ViYjN.jpg,6500000,21709020,125
The Man Who Killed Don Quixote,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.","Adventure, Comedy",6.773,949,2018-05-19,en,12.659,/4o4zw2c9sfHvszIb5xpuFagnouR.jpg,19116000,0,133
Blast from the Past,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.","Drama, Romance, Comedy",6.682,949,1999-02-12,en,19.058,/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg,35000000,40263020,112
Osmosis Jones,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.","Adventure, Animation, Action, Comedy, Family",6.484,948,2001-08-10,en,19.043,/foZpSG88IQUCEBJE3unc5QzO6bQ.jpg,75000000,13596911,95
Look Who's Talking Now!,"When Samantha LeBon hatches a scheme to spend a romantic Christmas with her new employee -- the unsuspecting, blithesome James -- his wife, their kids and their two dogs, Rocks and Daphne, must rescue him before he makes a terrible mistake.","Romance, Comedy, Family",5.352,948,1993-11-05,en,12.699,/73JahFiizkMVsrrslXInmNK54nC.jpg,22000000,10340263,96
The Seven Deadly Sins: Prisoners of the Sky,"Traveling in search of the rare ingredient, “sky fish”  Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Black—a Demon Clan army—removes the seal on the beast, threatening the lives of everyone in the Sky Palace.","Action, Adventure, Fantasy, Animation",7.6,948,2018-08-18,ja,4.446,/63NOOAkaZAK8h93Sg7Ucq6XLJGP.jpg,0,0,99
Assault on Precinct 13,The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.,"Thriller, Action, Crime",7.281,948,1976-11-05,en,15.916,/vAGq6oo8ycKciWksoPDq0Ak4jbj.jpg,150000,0,91
The Night House,"Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.","Drama, Horror, Mystery, Thriller",6.646,948,2021-07-15,en,27.416,/rqs2CXpc4d5FzeP1EZCYItAVo81.jpg,0,14590542,107
Loving Pablo,The film chronicles the rise and fall of the world's most feared drug lord Pablo Escobar and his volatile love affair with Colombia's most famous journalist Virginia Vallejo throughout a reign of terror that tore a country apart.,"Crime, Drama",6.26,947,2017-10-12,es,12.591,/aV3kKzTCycGfZc5Lh29Tk6avKPL.jpg,4667008,17535962,123
Emancipation,"Inspired by the gripping true story of a man who would do anything for his family—and for freedom. When Peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.","Drama, War, History",7.9,946,2022-12-02,en,27.484,/s9sUK1vAaOcxJfKzNTszrNkPhkH.jpg,0,0,132
La Strada,"When Gelsomina, a naïve young woman, is purchased from her impoverished mother by brutish circus strongman Zampanò to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon Zampanò must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampanò.",Drama,7.933,946,1954-09-23,it,10.987,/xyisVfPrNybDieMp1nbCv6iBtdV.jpg,0,0,115
Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,"Western, Action, Drama, Adventure, Romance",7.184,945,2003-08-29,en,23.061,/d0zydHSE3kaidjDdlc4T6xnp113.jpg,22000000,68296293,139
Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.","Comedy, Crime, Drama",6.722,945,1996-02-21,en,10.929,/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,7000000,1040879,91
The To Do List,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.","Comedy, Romance",5.745,944,2013-07-24,en,14.055,/r8OYOeiSyC2CmogqfRAMCUc0Xfc.jpg,1500000,3566225,104
The Girl in the Fog,A gripping and chilling thriller that brings us to a hazy mountain village where an enigmatic detective is investigating the sudden disappearance of fifteen-year-old girl.,"Mystery, Thriller, Crime",6.768,943,2017-10-26,it,13.868,/fuJApAPgHrur08y6icGB5k5Umzo.jpg,0,0,128
The Young Victoria,"As the only legitimate heir of England's King William, teenage Victoria gets caught up in the political machinations of her own family. Victoria's mother wants her to sign a regency order, while her Belgian uncle schemes to arrange a marriage between the future monarch and Prince Albert, the man who will become the love of her life.","Drama, History, Romance",7.205,943,2009-03-04,en,16.338,/iGyuReyij3bPCtzJdSjTR8PR0pa.jpg,35000000,29196409,105
Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,"Action, Drama, Mystery, Thriller, Crime",6.515,942,2003-04-18,en,14.462,/uXgx1wQgH7KhqK2Y4ZeicPd9PaN.jpg,50000000,42792561,98
On the Basis of Sex,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,"Drama, History",7.413,942,2018-12-25,en,15.688,/izY9Le3QWtu7xkHq7bjJnuE5yGI.jpg,20000000,38673750,120
V/H/S/2,"Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil.","Horror, Thriller",6.221,942,2013-06-06,en,17.025,/o4hcWsHaHaNQ9BBReOxLvYJNRhA.jpg,0,21833,96
The Round Up,"A faithful retelling of the 1942 ""Vel' d'Hiv Roundup"" and the events surrounding it.","Drama, History, War",7.589,942,2010-03-10,fr,12.719,/9osPoGTddZZfMUzFDs82n57y2wQ.jpg,20000000,25346148,115
Survivor,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.","Action, Crime, Mystery, Thriller",5.662,942,2015-05-21,en,31.914,/npyCpfYyYknFoY2iJPyfqp70FVX.jpg,20000000,0,96
Chain Reaction,Two researchers in a green alternative energy project forced on the run when they are framed for murder and treason.,"Science Fiction, Action, Drama, Thriller",5.688,941,1996-08-02,en,16.499,/4ahjVHwXXsq5zK57ds8FwWY73MS.jpg,50000000,60209334,107
Pale Rider,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.,Western,7.149,941,1985-06-28,en,33.801,/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg,6900000,41410568,115
Piranha 3DD,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.","Horror, Thriller, Comedy",4.347,941,2012-05-11,en,24.105,/mv2Ej9WPVWivNvtMTTxgb07c7N9.jpg,5000000,8493728,83
Double Impact,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.","Thriller, Action, Crime, Drama",6.079,941,1991-07-31,en,28.904,/M1QiPpRxZHRbRp0JB6mH8EuMtY.jpg,15000000,30102717,110
Sapphire Blue,"Gwen has just discovered, that she's the final member of the secret time-traveling Circle of Twelve. Now she has to juggle with constant trips to the past, her relationships with Gideon and figuring out dark secrets surrounding the Circle.","Fantasy, Romance, Drama",7.152,941,2014-08-14,de,10.168,/ct7fs7uSHph9ewGhWaZMrzbgnwZ.jpg,0,5188128,116
Jersey Girl,"Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter.","Comedy, Romance, Drama",6.126,941,2004-03-25,en,15.654,/7BEpsTtyqBLTfaslnZGghWqJLDc.jpg,35000000,35492921,102
Braven,A logger defends his family from a group of dangerous drug runners.,"Drama, Action, Thriller",6.204,940,2018-02-01,en,22.061,/253Bw5I3Zj3e2thCThjO7byEUCL.jpg,5000000,854319,94
Machine Gun Preacher,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.","Action, Thriller, Crime",6.72,940,2011-09-23,en,28.312,/A9gRYTyNLGJuxHmqdGM5UxHxJtB.jpg,30000000,2527904,129
The Hidden Face,A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,"Thriller, Mystery",7.29,940,2011-09-16,es,20.63,/sk6D07ntxMgzqArCq1ufHSvxZvt.jpg,0,0,92
The Last Exorcism,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.","Horror, Thriller, Mystery",5.642,939,2010-08-27,en,19.31,/eOo9tgGjxdsQEgqc6g7E1NL8460.jpg,1800000,69432527,87
Stealth,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",Science Fiction,5.368,939,2005-07-27,en,16.142,/eVmOkUrEIRm6DKusKbI1gVS8paQ.jpg,135000000,76932943,121
Naked Lunch,"Blank-faced bug killer Bill Lee and his dead-eyed wife, Joan, like to get high on Bill's pest poisons while lounging with Beat poet pals. After meeting the devilish Dr. Benway, Bill gets a drug made from a centipede. Upon indulging, he accidentally kills Joan, takes orders from his typewriter-turned-cockroach, ends up in a constantly mutating Mediterranean city and learns that his hip friends have published his work -- which he doesn't remember writing.","Crime, Drama",7.014,939,1991-12-27,en,14.182,/u01kh5jKUWjhom76mguRqUgdvja.jpg,16000000,2641357,115
Vertical Limit,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.","Adventure, Action, Thriller",5.997,939,2000-12-08,en,19.854,/kpqQUEi8eAyYHMDFACf6YlnPIu7.jpg,75000000,215663859,124
Running Scared,"A low-ranking thug is entrusted by his boss to dispose of a gun that killed corrupt cops, but things spiral out of control when the gun ends up in wrong hands.","Action, Crime, Drama, Thriller",6.986,939,2006-01-06,en,13.873,/wVlwZbwJlI5C33STslTyVNRGjg6.jpg,17000000,9500000,122
Harry Brown,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,"Thriller, Crime, Drama, Action",6.801,939,2009-11-11,en,15.933,/yx6CvzE7Z2osFdUnTRRqZX5Yh9L.jpg,7300000,10329747,103
What Ever Happened to Baby Jane?,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,"Drama, Horror, Thriller",7.9,938,1962-10-12,en,18.647,/msGYzyWwtjAaA3DScdgmvJ5MReG.jpg,980000,0,135
Stolen,"Master thief Will Montgomery is just released from the State penitentiary after serving a 10 year sentence, is contacted by Vincent, his ex comrade in crime, who is holding Will’s teenage daughter ransom in a hijacked taxi cab. Vincent will only surrender her when Will reveals the whereabouts of the 20 million dollars he contrived to conceal from their last robbery.","Action, Crime, Thriller",5.402,938,2012-09-06,en,19.087,/9UDl3jgTsITaaIJw8nlo9TdW7if.jpg,35000000,2106557,96
The Harder They Fall,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",Western,6.68,937,2021-10-22,en,22.77,/su9WzL7lwUZPhjH6eZByAYFx2US.jpg,0,0,139
Bringing Out the Dead,"Once called ""Father Frank"" for his efforts to rescue lives, Frank Pierce sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",Drama,6.615,937,1999-10-22,en,13.911,/aQfYOBZ6C40BP8ayIq4EMOdSKWi.jpg,32000000,16800000,121
The Riot Club,Two first-year students at Oxford University join a secret society and learn that their reputations can be made or destroyed over the course of one evening.,Drama,5.926,937,2014-09-19,en,7.963,/8H0bfcxbxGGvZTqDjvXQ89lJxCo.jpg,0,2146041,107
Invasion of the Body Snatchers,"Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted 'replacement', realises that he and his friends must escape or suffer the same fate.","Science Fiction, Horror",7.192,937,1978-12-20,en,24.22,/fBxvhc18MAvsw73o5mMjq8AqvaK.jpg,3500000,24946533,116
Magnum Force,"""Dirty"" Harry Callahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.","Drama, Crime, Action",7.129,937,1973-12-13,en,23.382,/cmQuj67qbijnC9dAQZf8x4X1KEr.jpg,0,39768000,124
Mr. Smith Goes to Washington,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed to the United States Senate by the puppet governor of his state. He soon discovers, upon going to Washington, many shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss.","Comedy, Drama",7.882,935,1939-10-19,en,14.052,/nDjg1fbNyq15excNDl3acd2IqAk.jpg,1500000,9600000,129
Drillbit Taylor,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash.",Comedy,5.753,934,2008-02-04,en,17.991,/shqO696kFnM8Z4ODa3JglcjP97u.jpg,40000000,32853640,102
Chaos,"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices.","Drama, Action, Crime",6.31,934,2005-01-17,en,17.532,/oOQ3PS8wp5Iezqc5LChOq2S97Jl.jpg,30000000,7000000,106
Mary Shelley,"The love affair between poet Percy Shelley and Mary Wollstonecraft Godwin resulted in the creation of an immortal novel, “Frankenstein; or, The Modern Prometheus.”","Romance, Drama",7.018,934,2017-08-06,en,10.07,/gKHJTsrfxJtfFNPQJn2hDNEMtFf.jpg,0,0,120
The Mauritanian,"The true story of the Mauritanian Mohamedou Ould Slahi, who was held at the U.S military's Guantanamo Bay detention center without charges for over a decade and sought help from a defense attorney for his release.","Drama, Thriller",7.441,934,2021-02-10,en,16.499,/lIADEa6oH74uUapjsPbNRzxus8M.jpg,0,7527030,129
Black Box,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career...","Mystery, Thriller, Drama",7.373,934,2021-09-08,fr,13.465,/gIYxQoxQC78kQBxIKCR41hheqwb.jpg,10722240,9738741,130
Bangkok Dangerous,"When carrying out a hit, assassin Joe always makes use of the knowledge of the local population. On arriving in Bangkok, Joe meets street kid Kong and he becomes his primary aide. But when Kong is nearly killed, he asks Joe to train him up in the deadly arts and unwittingly becomes a target of a band of killers.","Action, Crime, Thriller",5.154,934,2008-08-21,en,12.835,/iTRftxHW8i4H7ONaOiCIwEXjNDJ.jpg,45000000,42487390,99
Derailed,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.","Drama, Thriller",6.32,933,2005-11-11,en,16.295,/bcCoOkwEBHUS5Y7Rm1u1oTLUHdb.jpg,22000000,57479076,108
The Hurricane Heist,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,"Action, Crime, Thriller",5.671,933,2018-02-28,en,13.737,/rAmcj5IZcx59dhev3UnVDEGlImK.jpg,35000000,32517248,103
All Dogs Go to Heaven,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.","Drama, Animation, Family, Comedy, Fantasy",6.723,933,1989-11-17,en,18.133,/nmWh1NglDinfkHD9zCNqGWyhl7Q.jpg,13800000,27100027,89
A River Runs Through It,"A River Runs Through It is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920s.","Drama, Family",7.018,933,1992-10-09,en,14.351,/rL4odYIaO0xcksUQ9qzRFfU6lH2.jpg,12000000,43440294,123
The Happytime Murders,"In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.","Action, Comedy, Crime",5.735,933,2018-08-22,en,13.727,/rWxkur51srfVnMn2QOFjE7mbq6h.jpg,40000000,27506452,91
Cocoon: The Return,"The reinvigorated elderly group that left Earth comes back to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to remain on Earth?","Comedy, Science Fiction",6.552,932,1988-09-13,en,11.883,/xBsXdBl8qCXoQsWX6vfsVjWOMGk.jpg,17500000,25024919,116
Lionheart,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",Action,6.52,932,1990-06-07,en,39.694,/cH3ImNnkNirVG8x8yNlZaH8TQL2.jpg,6000000,24271196,105
The Fifth Estate,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.","Drama, Thriller",6.033,932,2013-10-11,en,16.393,/1dzLHy1AN8hgppJp1LDzMI4fbHY.jpg,28000000,8555008,128
The Little Mermaid: Ariel's Beginning,"Follow Ariel's adventures before she gave up her fins for true love. When Ariel wasn't singing with her sisters, she spent time with her mother, Queen Athena. Ariel is devastated when Athena is killed by pirates, and after King Triton outlaws all singing. Along with pals Flounder and Sebastian, Ariel sets off in hopes of changing her father's decision to ban music from the kingdom.","Family, Animation",6.715,932,2008-08-25,en,1.387,/LJs21HQ7foXB37tDI0JiGkuEAC.jpg,0,0,77
Red Planet,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.","Thriller, Action, Science Fiction",5.691,932,2000-11-10,en,14.904,/8hmX6iogSDiAfyDIouCzov59PEq.jpg,80000000,33463969,106
Wayne's World 2,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee.","Comedy, Music",6.092,932,1993-12-10,en,11.999,/xRzMaHvSJEBdqEVrscOnfyyCj2Y.jpg,40000000,48198019,95
The White Ribbon,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,"Drama, Mystery",7.5,931,2009-09-24,de,18.038,/2PG3qxNZooyMvDz8YaFU8YpVe0r.jpg,21555450,11652157,144
Life of the Party,"When her husband suddenly dumps her, longtime dedicated housewife Deanna turns regret into re-set by going back to college... landing in the same class and school as her daughter, who's not entirely sold on the idea. Plunging headlong into the campus experience, the increasingly outspoken Deanna – now Dee Rock – embraces freedom, fun and frat boys on her own terms, finding her true self in a senior year no one ever expected.",Comedy,6.154,930,2018-05-10,en,12.127,/749iUAWQWeutQuTd9excjmigecw.jpg,30000000,61700416,105
Cube Zero,Cube Zero is the third film in the trilogy yet this time instead of a film about people trapped in a deadly cube trying to get out we see it from the eyes of someone who is controlling the cube and the torture of the victims inside. When the nerd can’t stand to see a woman suffer he himself enters the cube to try and save her.,"Mystery, Science Fiction, Thriller",5.68,930,2004-10-10,en,19.244,/p3t7ofvNlNhRkbAspiUe4ZdNcGA.jpg,825000,0,97
Aliens in the Attic,A group of kids must protect their vacation home from invading aliens.,"Adventure, Comedy, Family, Fantasy, Science Fiction",5.674,930,2009-07-30,en,20.099,/gjDfPcKcxdJlJkK6pgHrwDfSG3O.jpg,45000000,57881056,86
The Last Temptation of Christ,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt.",Drama,7.189,929,1988-05-28,en,20.789,/7L4qwrC1mipZXJfU5oRgQWChLv1.jpg,7000000,8373585,164
Lakeview Terrace,"A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back.","Drama, Crime, Thriller",5.939,929,2008-09-19,en,13.471,/2ThsS74hopBz0RveLgOWiwrMfE8.jpg,20000000,27640028,110
In the Heat of the Night,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.","Crime, Drama, Mystery, Thriller",7.669,929,1967-08-02,en,16.62,/fvqHTabYej3LwzKRRZCm6jV3g0O.jpg,2000000,27379978,109
The Grudge 2,"A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo, a mean high school prank goes horribly wrong, and strange things begin happening in a Chicago apartment building.","Horror, Thriller",5.497,929,2006-10-12,en,18.839,/bar7YmgKImN0VljpdLDhvLwMZo4.jpg,20000000,39143839,102
Beyond Skyline,"Detective Mark Corley storms his way onto an alien spaceship to rescue his estranged son. When the ship crashes in Southeast Asia, he forges an alliance with a band of survivors to take back the planet once and for all.","Action, Science Fiction, Adventure",5.3,928,2017-10-20,en,7.775,/ktZvjFmwCLrMXtr1dl6o5PhhHS4.jpg,20000000,992181,105
Seeking Justice,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.","Action, Drama, Thriller",5.892,928,2011-09-02,en,14.037,/lN3O0j1DKVnwhO1h5J3utrmrBF2.jpg,17000000,14089528,105
The Celebration,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",Drama,7.709,928,1998-06-19,da,19.303,/2LRzNq41yrY8EjCnD1S8sCCPvKk.jpg,1300000,0,105
The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,"Comedy, Drama",7.084,928,1994-03-11,en,13.475,/yWKm4yzRU4hokkbYCJ34vwVwb9R.jpg,25000000,2800000,111
Entourage,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are back…and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",Comedy,6.201,927,2015-06-03,en,21.143,/6Vl5t0d6g37Se20VjQ8EFdbb7dG.jpg,30000000,49263404,104
